review,sentiment
"I saw mommy...well, she wasn't exactly kissing Santa Clause; he has his hand on her thigh and wicked thoughts in mind.<br /><br />This was enough to emotionally scar a young boy who wanted to believe. He grew up to be a bitter man who was upset at the quality of the toys being made, and the lack of Christmas spirit.<br /><br />Expecting a real slasher flick, I was very disappointed that less than a handful of people dies, and there was no nudity at all. What a bummer.<br /><br />I wanted to like this flick, but it was just too slow and really didn't have a good script. I didn't expect great acting, but I sure wanted some action. There just wasn't any.",negative
"Another Son of Sam is definitely not an Oscar winner. Technically, it's horrible. The acting is not too good either. But there is something about it that makes you want to watch more (sort of like a car wreck). The ridiculous close-ups of the killers eyes are more funny than anything. If you are looking for a scare...this ain't the flick for you. It's very obscure and nearly impossible to find. I'm sure there's a reason for that. For a while, it was titled HOSTAGE. It don't matter what you call it, it's still a poor choice for entertainment. It might be good for a MST3000 party or something. Can you believe they would use such a title as ANOTHER SON OF SAM? If that don't have exploitation written all over it, I'll eat my hat. I remember when this was shot in Belmont, NC. A lot of local personalities were used as talent.",negative
"The original was a good movie. I bought it on tape and have watched it several times. And though I know that sequels are not usually as good as the original I certainly wasn't expecting such a bomb. The romance was flat, the sight gags old, the spoken humor just wasn't. This may not have been the worst movie I've ever seen but it comes close.",negative
"I was so disappointed in this movie. I don't know much about the true story, so I was eager to see it play out on film and educate myself about a little slice of history. With such a powerful true story and great actors it seemed like a surefire combination. Well, somewhere the screenplay failed them. It was so scattered - is this movie about his childhood? his love life? his own disability? his speaking ability? his passion for the disabled? I'm sure there is a way to incorporate all of those things into a good story, but this movie wasn't it. I was left cold watching characters that were unlikable not because of their disabilities, but because of their personalities. Other small gripes: 1. The heavy-handed soundtrack. It's the seventies - WE GET IT ALREADY! 2. If he's such a phenomenal public speaker, why weren't we treated to more than a snippet here and there - and even then mostly in montages?",negative
"Cactus Flower is what I call a ""pizza movie"" -A personal favorite that never fails to satisfy. Perfect for an evening at home with a pizza. Knowing all the lines (and what lines!) by heart only enhances the enjoyment.<br /><br />Since so many others here have retold the plot, I'll simply add the correction that Bergman's character, Miss Dickinson, was a nurse-receptionist, meaning she was a skilled nurse -and therefore an educated person -not ""just"" a receptionist.<br /><br />Bergman's performance in this film -and the film itself- was largely dismissed at the time, but today's audiences will marvel at her range; not just the impeccable comic timing, but the ability to make us believe her character is unaware of her own feelings while revealing them so clearly to Toni and to us. While the general plot stretches credibility, Bergman's performance is compelling: honest and utterly believable.<br /><br />Also a standout is Jack Weston's performance as the Matthau's old friend and co-conspirator, Harvey. No one could deliver a zinger like Weston, and I.A.L. Diamond's script gives him plenty. For example: ""That's such a big, dirty, rotten lie it has class."" Weston excelled at slightly seedy characters because he exuded a warmth that allowed you to forgive his characters' flaws. <br /><br />The film is a fairly straight adaptation of the Abe Burrows play (which was itself adapted from a French play by Barillet and Gredy). On Broadway Matthau's role was played by Barry Nelson. Bergman's by Lauren Bacall, and Hawn's by Brenda Vaccaro. It ran for 1,234 performances (three years) and was nominated for two Tony Awards (Vaccaro and Burt Brinckerhoff, who played Igor).<br /><br />For me, the film's score, written and adapted by the legendary Quincy Jones is another highlight. The main theme (A Time For Love Is Anytime) is performed by Sarah Vaughn over the opening and closing credits. It is also insinuated in different arrangements throughout the film, most notably as the romantic piano music underscoring Berman's speech to Hawn in the record store. Jones also created covers of popular songs from the period (To Sir With Love, I'm A Believer) for the night club scenes. As with all of the film's elements, there is a tremendous amount of talent, taste, and professionalism evident. <br /><br />In my opinion, few modern romantic comedies can hold a candle to this classic. It's great to finally have it available on DVD. Time to call for a pizza...",positive
"It's hard to use words for this movie, since it contains none itself.<br /><br />But the images it conveys, both powerful and sweeping, are ones which remind us why we watch movies. And you might be saying ""Well, Leonard Maltin doesn't like it, it can't be that good.."" But you're wrong. See this movie. French cinematic brilliance en ensemble.",positive
"This film was so amateurish I could hardly believe what I was seeing. It is shot on VIDEO! NOT film! I have not seen the likes of this since the early 70's, when late night networks showed movie of the week 'horror flicks' shot in......video. It looks like a bad soap opera, and that is paying it a compliment. Some of the actors give it their best shot. Michael Des Barres does okay with what he is given to do, which is to act like a sex addict out of control. I can't say that it is pleasant to watch.<br /><br />Nastassja Kinski as the therapist sits in a chair for practically the entire film, with very little variation in camera angles. I can't fault her for someone else's poor blocking, but she is totally unbelievable in her role. Her little girl voice works against her here. And I consider myself a Nastassja Kinski fan. She is certainly ageless and exotic, but she's outside her range with this.<br /><br />Alexandra Paul is pathetically overwrought. Every line she delivers is with three exclamation points. Someone must have directed her to scream at all costs. Why would Michael Des Barres want to have sex with such a raging shrew?<br /><br />Finally, Rosanna Arquette as the sweet, maligned wife comes off okay, and probably the most believable of the bunch. But that is not saying much.<br /><br />This has to be the worst film I have seen in years.",negative
"This unassuming, fairly routine series deserves credit in the TV history books for two reasons: it was the first to win an Emmy award for best syndicated series, and it was the very first show to come from the fabled studios of Republic Pictures, known for its low-budget but high-powered shoot-em-ups in the 30's and 40's.<br /><br />Republic was one of the first Hollywood studios to make a leap into the small screen, which was still in its infancy. But the studios' tenure as producer of TV pulp fiction would be brief. After this show, they would later dabble with the other format that they were known for, the adventure serial, with ""Commando Cody"", as well as other series, but like this one, they didn't last longer than 39 episodes. Also, Republic was in its last stages as a studio; it would finish out its tenure in Hollywood as rental stages for several Revue Studio series such as ""Soldiers of Fortune"", the original ""Dragnet"", and ""Kit Carson"", before finally shutting its doors in 1959.<br /><br />Anyway, ""Stories of the Century"" wasn't that bad of an oater, its calling card was tales based on authentic figures in Western history, mainly outlaws like Black Bart, Johnny Ringo, John Wesley Hardin, The Dalton Bros. and the like. The late Jim Davis, best known for his role as the Ewing patriarch in ""Dallas"", put in an amiable job in the lead role as Matt Clark, a fictional railroad detective who has to contend with said outlaws, played by veteran and soon-to-be veteran character actors.<br /><br />Two amazing facts here: The incidents would take place in different time lines, some in the 1880's, some at the turn of the century, but Clark never ages. And also, Matt has the good luck to saddle himself with two lovely female detectives as sidekicks, Frankie Adams, played by Mary Castle, and her replacement, Margaret ""Jonesy"" Jones, by Kristine Miller. The Lone Ranger could only wish for lady companionship. You can only spend such time with Tonto for so long.<br /><br />""Stories Of The Century"" is a Studio City TV production from Republic Pictures Corp. 39 episodes were made during 1954, all 39 of which are in public domain and on DVD.",positive
"Despite decades of tax incentives, in terms of international visibility the Canadian film industry still lags behind most central African and Islamic states (surprisingly few Canadian films are released outside their native shores), and Nouvelle-France aka Battle of the Brave is another example of why. More than any other country, commercial Canadian cinema seems unable to develop an identity of its own and is stuck in pale imitation of other countries' failures. On paper this historical drama could look vaguely promising. There's certainly a rich vein of untapped material in Canada's history as the French and English warred over and bought and sold the colony, though none of it makes the cut here unless you count the odd blink-and-you'll-miss-it scene of characters saying ""Wolfe is dead"" or ""Nouvelle-France is no more"" before getting back to the soap operatics. But while this isn't a history lesson, it isn't a drama or the epic adventure the new title promises either: there is no battle in the film unless you count 10 seconds of shelling by a half-dozen re-enactors and one collapsed shed. The town square that is all we ever see of Quebec is a rather obvious flatly lit studio interior, giving many scenes an old TV miniseries look, as does director Jean Beaudin's reluctance to offer much in the way of long shots or even exteriors. What you do get for your money is a simple but drawn-out Harlequin romance about doomed lovers constantly separated by events beyond their control where the biggest surprise is that Fabio doesn't turn up in the cast. It's the kind of film where whenever two characters are about to make the beast with two backs the camera pans over to a convenient raging fireplace or waterfall.<br /><br />An Anglo-Canadian-French co-production that doesn't so much unite once-warring nations as throw any country with a decent tax break into the stew, this massive box-office disaster was clearly intended to be Canada's Titanic - though someone neglected to tell the producers they meant the film, not the ship - but turns out more like Revolution done on the cheap without the battle scenes, crowds or the few moments that threaten to briefly work in the face of overwhelming odds. The Montreal Mirror described it as ""so bad that one can't even find the strength to mock it."" That's rather unfair, because while for most of its running time the film looks like a below-par 80s miniseries, the last half hour suddenly becomes very funny, with characters accidentally putting their legs in bear traps, dastardly husbands declaring ""You'll never see your handsome lover again, cuckold's honor! You'll pay for this, both of you!"" and our heroine accused of murder and - gasp! - witchcraft in a trial funny enough to have been in Demi Moore's version of The Scarlet Letter. Throw in caddish British governors, devious slaves and Celine Dion singing at the end and you've got something that at times almost feels like the kind of film that Timbo Hines was aspiring to (and still managed to miss wildly) with his legendarily inept period version of War of the Worlds, albeit without the staggering technical incompetence.<br /><br />Leading man David La Haye's versatility seems limited to the number of other actors he can look like throughout the course of the film: he starts out looking like Andy Garcia, briefly adopts the Al Pacino Revolution look, flirts with the clean-shaven Tchéky Karyo style before turning into a younger Ted Danson as his character ages. While his opening scene where he reacts to news of his father's death with an expression that looks like he's waiting for the director to tell him he can go home now promises a feast of bad acting, in reality he gives the impression more of a mediocre supporting actor who's lucked into a lead at the last minute when whoever was originally cast finally read the script and bailed. He shows willing and gives it a go but the grace and charisma the part needs just isn't there. Billie Piper lookalike Noemie Godin-Vigneau's leading lady doesn't exactly set the screen alight either despite occupying center-stage as the peasant girl who is the prey of giggly Vincent Perez's corrupt and perverted Intendant Le Bigot (that really is the character's name), the duplicitous goateed drunken lackey Sebastien Huberdeau and, saddest of all, Gerard Depardieu's bedridden revolutionary dirty old priest in a manky grey-haired wig. It's a truly pitiful sight to see a once great actor at the absolute rock bottom of his game as he shuffles through the motions looking like he's not just lost the will to act but the will to live along with it. He clearly couldn't be bothered to stick around for the English dubbing sessions (or even a couple of long shots where he is very noticeably doubled). Small wonder he talked of retiring around the time of the film's brief release.<br /><br />Some brief comic relief is provided by Jason Isaacs in his default Patriot mode who overplays Wolfe of Quebec rather like an asthmatic Alf Garnett/Archie Bunker played by Timothy Dalton on speed while Tim Roth's William Pitt stands on the sidelines with the occasional bemused smile of one who's being put up in a rather nice hotel with excellent room service and plenty of days off, though like Colm Meaney's Benjamin Franklin they're both in the film for less than three minutes. (Voltaire and Madame Pompadour pop their heads around the door for a couple of minutes as well but fail to make any impression, comic or otherwise.) The supporting actresses are generally better: Juliette Gosselin and Bianca Gervais as the heroine's real and adopted daughters and a strikingly beautiful Irene Jacob looking for all the world like a young Fanny Ardant are all refreshingly good and deserve much better.",negative
Hello Dave Burning Paradise is a film for anyone who likes Jackie Chan and Indiana Jones. The films main protagonist is most definitely the bastard son of these two strange fathers. As for the other characters well they are familiar transformations of similar action film stereotypes. Where this film is original is in the blending of the traditional Hong Kong movie style with the Hollywood action adventure. Sadly this has not been true of the films he has made in Hollywood.,positive
"1933 seemed to be a great year for satires (""Duck Soup"" for instance) and this one fits in well even though it is about the obsession with contract bridge. The tone is like a humorous piece from The New Yorker, appropriate, since the film begins with the ""Goings On About Town"" page of that magazine. The only thing odd is the casting. Made a few years later William Powell and Myrna Loy would have been perfect. However, after 1934, you wouldn't have had adultery handled in such a sophisticated fashion, the young and beautiful Loretta Young in some shear and slinky outfits, or a group of prostitutes listening to a bridge contest on radio. Even if you know nothing about bridge, you may still want to check out a rare example of Hollywood satire.",positive
"What happens when someone has so much social anxiety that they cease to function? How alone can one man get? When the mundane crap we have to do in order to be part of society gets to be too much, what happens? Frownland explores these questions. Definitely a startling original debut from Bronstein. The tone is strange and claustrophobic as we get inside the mind of a guy named Keith that is so messed up he can hardly form a proper sentence. We follow him around as he tries to make contact with people and function day to day. Most of us have known people like this- people that say ""sorry"" too much or ""i appreciate it"" when there's nothing to appreciate. So we know there are people out there like this but why would someone want to make a movie about them? Well, because its interesting and Bronstein and the lead actor, Dore Mann, do an excellent job. This film is about as un-commercial as a film can get. A few friends filmed it over the course of a few years as they saved money. It was shot on 16mm and the scratched film look is beautifully low budget. With no distributer, this may be a tough one to find, I think it's been screening randomly for the past year or so. Hopefully it'll be on DVD at some point. I saw it at the Silent Movie Theater here in LA. There were 10 people in the audience, among them Crispin Glover, if that tells you anything about how weird this movie is. Highly recommended.",positive
"What seemed as a good premise for a movie...unfortunately it fails to deliver on nearly every level. Very hard to follow at the start of the movie I actually found myself fighting the urge to turn it off the biggest problem from a visual aspect is the fact that the camera work is simply over the top with so many ""arty"" splicings and semi-subliminal cuts throughout the movie that actually distracts you from the from the overall story. It really tries too hard to immerse you in the moment and build to a suspenseful ending but the movie just has so many half conceived characters and non relevant script it just leaves you feeling disappointed and confused as to why they tried to go so deep with it.",negative
"Ingrid Bergman (Cleo Dulaine) has never been so beautiful. Gary Cooper as ""Cleent"" so perfectly cast as a laconic Texan who knows this gal is up to no good. When the two lock eyes at the French Market, we know this match will be full of sparks. When they stroll in her garden in her restored French Quarter house and the love theme plays it is a dream for all us romantics.<br /><br />The costumes are lovely; the set decoration makes you wish the ""Quarter"" was just that way. And that Saratoga still had that hotel with the wide veranda with all the old biddies gossiping.<br /><br />From Edna Ferbers novel, the story is of revenge for old wrongs and the fights over who would run the railroads in the early days of that industry.<br /><br />In the Saratoga scenes, Florence Bates as a grand dame steals every scene.<br /><br />But it is the scene of Cleo taking on the little lawyer her New Orleans relatives have sent to buy her off that is a Magic Movie Moment. After Cleo has bested him in the negotiations, he looks at her with longing and says ""may I say - you are very-beautiful"". And Cleo with a happy, wicked smile says ""yes, isn't it lucky."" You want to shout ""YES""!!!<br /><br />One of my all time favorite romantic films.",positive
"It is not an easy film to watch - it is over three and a half hours long and it is composed entirely of conversations. Yet it is so incredibly compelling and ruthlessly observational of the human character, that it is, in my humble opinion, one of the very greatest films of all time.<br /><br />The film is depressing, cynical and cruel. (If you want something uplifting, see Jacques Rivette's fantastic Céline and Julie Go Boating, which was made around the same time). It shows the idealism of the late 1960s to be nothing different from the society that it was trying to change.<br /><br />It involves a supposedly liberated ménage-à-trois between Alexandre (played by Jean-Pierre Leaud), Marie (Bernadette Lafont) and Veronika (Francoise Lebrun). Yet Alexandre is shown to be as chauvinistic and jealous as any other man. The women are exposed as being willingly subservient and defining their femininity through the male gaze.<br /><br />The film is an extremely icy end to the highly revolutionary French New Wave. This movement was one of the most significant movements in film history and had a profound effect on cinema as we know it. Jean-Pierre Leaud was one of the key actors of the New Wave, having starred (among other films) in the influential Les Quatres Cent Coups (1959) by Francois Truffaut as a rebellious teenager. Director Jean Eustache is not as well known as other directors from the New Wave, but he should be.<br /><br />There is no improvisation (unlike in John Cassavetes's similar films made in the US) and the dialogue comes from real-life conversations. The film is resonant with Eustache's personal experiences. For example, Francoise Lebrun was a former lover of Eustache. Eustache himself committed suicide in 1981 and the real-life person that the character Marie was based on, did too. The anger and bitterness all culminate in a harrowing monologue by Veronika delivered directly to the audience, breaking down the coldly objective nature of the rest of the film. This mesmerising, personal, and honest filmic statement remains one of the most revealing films of human nature around.",positive
"""Shore Leave"" is mostly an average Star Trek adventure. Nothing wrong with the episode, though. I simply think that this is not the best representation of what the show had to offer to fans. It is lightweight entertaining, nothing more. However, I'm glad to see that a TV show of this type had enough good sense to take a break from serious intergalactic conflicts. In this episode, Kirk decides to grant his crew some time off, and a landing party is beamed down to a planet that looks like the perfect place for a vacation. As usual, the planet is not as peaceful as it appears to be. There are some action and tense moments, but most of the story is played for laughs. Good, but unexceptional.",positive
"The 3 stars are for Phillip Seymour Hoffman. Nothing else and no one else in this movie deserves even a wee smidgen of a star. Well, OK, Amy Adams deserves a wee smidgen, but the smidgenometer doesn't seem to be working, so I'll stick with 3. Tom Hanks...nothing. Julia Roberts...nothing. Mike Nichols...do you see a trend yet? Aaron Sorkin...OMG, not a chance. <br /><br />I could rant on for several paragraphs about the way Charlie Wilson's War glosses over history, morality, legitimacy and so on, but I don't think any such rant could outweigh the gushing of Aaron Sorkin fans. The rest of you, beware.Spend your movie money elsewhere.<br /><br />Still, if you're looking for a pithy comment, here's mine. You can put hot fudge sauce on a pile of garbage, but it changes nothing. Garbage is garbage and so is Charlie Wilson's War.",negative
"I can catogoricaly and unequivocally say that in all my 51 years on this planet that is the worse (supposibly children's) film i have ever seen in my life.<br /><br />I took my three grand children to see it and even they were struggling to raise a smile during the all tortuous 90 mins. The sexual indendoes i will leave for another day but they were as tasteless as the film. They should pay YOU to watch it not you pay them. It's truly truly awful, there is no other way to describe it. The people that made this film should be brought to task for taking money under false pretences.<br /><br />Aplogise for my spelling mistakes but i am so upset that it spoilt the time i had with my grandchildren Regards, Stephen",negative
"Dear SciFi Channel: How have you been? How was your summer? I've been OK, but I feel like our relationship isn't the same anymore and we're growing apart. I don't understand why you don't love me anymore. I've just finished watching your SciFi Channel Original ""Skeleton Man"" and, once again, you've shown a blatant lack of respect for my feelings by KILLING OFF EVERY HOT GIRL IN THIS MOVIE!!! I mean, I understand that you're just in this for instant gratification. All you care about is producing a movie where people get sliced and diced by a homicidal Indian spirit/creature/legend/whatever. So you really don't have time to put some thought and effort into anything else -- like finding a costume for Skeleton Man that doesn't make him like the gay lover of Skeletor from ""He-Man."" Seriously, his robe looks like a satin blanket sheet and his skull is smooth as a baby's behind, he almost looks like a killer Halloween-costume-for-a-6-year-old as he marches through the wilderness on a homicidal rampage. So we throw you a bone, because we're not looking for Oscar-winning performances, intriguing plot or realistic character reactions to the situations at hand. Because we realize that even though Michael Rooker, Caspar van Diem and all the girls are supposed to be trained Special Ops agents, they are all mysteriously transformed into Keystone Kops who can't shoot or see straight whenever Skeleton Man appears. And we also fully expect that nothing -- bullets, explosions, electrocution, nothing -- can kill Skeleton Man until there is one minute left in the movie and we need to find a way to tie things up neatly. We expect to see blood and guts. But you have a knack for taking the least attractive actress in the entire cast and making her the only female who survives. And quite honestly, I think you do it just to antagonize me. Because this movie, as silly as it is, has the potential to be a ""so-bad-it's-good"" classic and just killing off all the hotties ruins everything -- and forces me to lower its rating. All I ask is that once, just once, you take my feelings into account and let the sexiest girls survive the movie. Please.",negative
"i have been watching this movie repeatedly, since it came out. even though it is 8 years old now, it still cracks me up. the jokes are still hilarious and the way the characters are portrayed will make anybody of any age laugh like they've never laughed before. Enjoy it",positive
"I watched DVD 1 only. The program proper may have 10 minutes of good information; otherwise it's snotty putdowns of religious people. It's as if director Brian Flemming only recently discovered both atheism and sarcasm, and feels with these tools he can easily bludgeon his opposition.<br /><br />Also, Flemming wanders extensively into his own personal issues, and they take over the movie. It never gets back on topic.<br /><br />Religious people are prone to discount skeptics when their objections to religion are obviously rooted in abusive upbringings. Arguments from such victimized people seem irrational, and therefore unconvincing.<br /><br />Anti-religious people will want more data. We don't need to be told that religious people are nutty, any more than American Jews need to be told how annoying Christmas music gets by mid-December.<br /><br />In the best scene, the Superintendent of Fleming's childhood Christian school rather insightfully confronts the director on his motivations. That seems like the most honest part of the movie, and it was too short.<br /><br />If Fleming were a bit more self-aware, he might have a good story in him about his own (past & current) relationship to Christianity, and the abusive institutions that indoctrinated him in his youth.<br /><br />And perhaps he could lend his ""Christ never walked the earth"" material to a more serious documentarian. I'm not studying the writings of Saul/Paul to find out how air-tight this all is, but a quick browse of Wikipedia suggests most of these arguments are discredited.<br /><br />The bonus interviews are pretty good, tho they don't bolster Fleming's thesis much. Sam Harris is a good spokesperson for the anti-religious POV, and he doesn't go light on those other, non-Christian religions. Harris also has some good (and easily Google'd) interviews on Salon.com , Amazon.com , and Samharris.org .",negative
"""Bar Hopping"" seems to be trying to be about the stereotypical bar tender and lay ""shrink"" serving up pearls of wisdom followed by example vignettes played out by the cast. However, this turkey is a jumbled mess with a script full of simple-minded cliched nonsense: Hard to follow, herky-jerky flow, unsatisfying, and not worth the time. (D)",negative
"Did the first travesty actually make money? This is another sequel (along the lines of ANOTHER STAKEOUT) that no one asked for. But we've received it anyway. The sequel is like its predecessor, completely brain-dead. It's also pretty disgusting (remember the dinner scene?) To think I almost felt sorry for Ritter, Yasbeck, and Warden. Did they need the money that much?",negative
"Sammy Horn (Michael Des Barres) is the head chef and owner of a famous restaurant in California. He has a lovely wife, Grace Horn (Rosanna Arquette), who is pregnant, and a beautiful son of about five years old. Sammy indeed loves his family, but like Dr. Jeckyll and Mr. Hyde, he has a double life, having sex with many different women. Dr. Jane Bordeaux (Nastassja Kinski) is trying to help him. OK, it is my fault: I read the summary of the other IMDB user comments, I saw the IMDB user rating, but I really did not believe that Rosanna Arquette and Nastassja Kinski could participate in such a bad movie. I decided to check it, and actually some comments are very complacent. The storyline, the screenplay and the dialogs are so silly and laughable that even in some X-rated movies we can find more intelligent stories. The photography is so amateurish and naive that in some parts it seems to be taken through a VHS camcorder. Michael Des Barres does not have sense of ridiculous: being an old man, bald, would be acceptable in an advertisement of Viagra or grandfather of the small boy. But as an attractive man who gets and has sex with any woman, it is scary. In Wood Allen's comedy, maybe he got a chance, but in a `serious' movie, it is funny. I am trying to figure out why or how Rosanna Arquette and Nastassja Kinski accepted to participate in such awful, amateurish and trash movie. Do they need money? Lack of chances in better movies due to their ages? Are they friends of the `director' (sorry for using this word) and decided to help and promote him? I do not know whether the intention of Rosanna Arquette was to show her breasts full of silicone, but it is unacceptable that such a great actress accepts such a script. The same is applicable to the gorgeous Nastassja Kinki. She is presented fat, without make-up, without any glamour. A total lack of respect with one of the most beautiful actress in the cinema history. A fact is really intriguing me: how can a reader, without any personal interest, promote this trash, giving higher ratings or writing favorable comments about this movie? Are they friends of the `director' (again, I am using this word...) or the cast? It sounds very strange to me that a normal IMDB reader can like such a film. My vote is two.<br /><br />Title (Brazil): `Viciado Em Sexo' (`Addicted In Sex')",negative
"A fairly typical Australian movie where the underdog saves the day inspite of himself. I guess there is no real reason to see this pic if you have seen ""The Castle"" or ""The Dish"". It still leaves you with a positive feeling at the end and it as good or better than most Hollywood stuff.",positive
"""The Screaming Skull"" opens with a warning and an offer for free burial services if you should die watching it - Now there's a hook! The story itself has a fairly interesting premise for a horror flick: scheming husband marries a wealthy woman with a history of mental illness, then attempts to convince her that she's going insane with shrill noises, mysterious knocking and skulls that turn up at inopportune times. Add to the formula a sufficiently creepy gardener who still cherishes the memory of the man's first wife who he was devoted to. Maybe it's just that the 1950's didn't have the technology to pull off some of the scare scenes needed to juice up this movie, the techniques used here seem contrived and mundane. But then again, when I first saw ""House on Haunted Hill"" as a nine year old, it gave me the heebie jeebies in the same way I'm sure this film did for young viewers of the same era.<br /><br />Don't get me wrong, the film is not terrible, it just seems to get tedious at times. But there's some great atmospheric tension in the generally huge but unfurnished Whitlock home, and the gardens and pool are a nice touch. For me the best played out scene involves Eric Whitlock (John Hudson) going maniacal in the pond attempting to retrieve the hidden skull, he just wades right in clothes and all, in neat contrast to the mentally challenged gardener (director Alex Nicol in a dual role). It makes you wonder who the real dimwit was.<br /><br />In it's own good way, perhaps the most shocking thing about the film: how about that neat roadster the Whitlock's make their first appearance in - gull wing doors in 1958! That at least made me jump out of my seat!",negative
"I own Ralph Bakshis forgotten masterpiece Fire & Ice on an old OOP rental videotape.<br /><br /> Well for one thing, this is better than any other Conan-esque film you'll ever see. Sure, it's cheesy, but who cares? It stood the test of time, and the only way it started to look cheesy is in comparisons to modern fantasy epics like LOTR:FOTR (though I love that film.)<br /><br /> The plot goes like this: After a battle between Fire & Ice, a kings daughter is kidnapped by Jarols (Ice) subhuman creatures, while a sole survivor of a victimized village rescues her.<br /><br /> Yeah it doesn't sound as a original as Nurse Betty, but that's not the point. It is really to bring to life an interesting idea of a world of two enemies: Fire & Ice. And it succeeds.<br /><br /> As for the action scenes: superb. They are well handled, have terrific suspence, and have plenty of loud noises. Just check out the climatic battle, now THAT'S an ending!<br /><br /> The acting and dialogue: competent. Really. They aren't gonna be nominated for an Oscar, but they are OK and don't get on your nerves.<br /><br /> The animation is quite good. Shot on 3D and rotoscoped (I THINK), it looks pretty good. A lot of the backgrounds look really detailed and well drawn, and although the character designs feel a little 1-dimentional, they are OK.<br /><br /> Overall, this is a fine neglected little gem and will entertain you more than any of the superfical ""entertainment"". 10/10",positive
"I've never seen the original movie others have commented on, so my perspective is just about this movie without comparison.<br /><br />I found the message of the movie to be,: if you only worry about yourself, all will be right with the world, everything will fall into place, your lovers will love you more, your friends will respect and like you more, your employers will want you more, pay you more and even your own children and parents will love you more.<br /><br />I find this message to be reprehensible and totally false.<br /><br />Kudos for the very funny birthing scene at the end; there isn't a mother out there who won't laugh during that scene.<br /><br />Overall a very disappointing movie plot. I didn't find myself rooting for anyone in this movie. I thought they were all pathetic self absorbed individuals that I just didn't care what happened to them and that's not a movie people want to see.",negative
"I thought they should have called this movie ""Whites"" instead of ""Heights"". Godawful...the kind of film that makes people hate New Yorkers. People who are so self obsessed and think their lives are so important...give me a break. Such a lily white cast that Glenn Close was the most ethnic character in it, this film was crying out for someone real to come in and steal it...and so they introduce, get this, a character even whiter than the rest of the cast (I thought he was an albino at first)who's supposed to be Welsh!I'm still trying to decipher that accent! Intellectually dishonest...this movie is the kind of film that's able to fool so many people into thinking it's worthwhile because it has the trappings of something more ambitious. Better to fill the theaters with MI5-10 than with this pretentious crap...must have been a better play because you can't fall off the floor.",negative
"****MINOR SPOILERS*** As a bad movie connoisseur I must have viewed hundreds of bad movies and yet ""Hobgoblins"" stands apart from all others in it's own unique way. Classic baddies such as ""The Creeping Terror,"" ""The Mighty Gorga"" and ""Manos"" are uniformly bad from start to finish. ""Hobgoblins"" on the other hand, starts off bad and gets progressively worse as it goes. During my first viewing of the infamous rake fight scene I thought to myself that this was a truly bad film. I was blissfully unaware that I had just seen the best that this movie had to offer. The movie takes its most massive nosedive into celluloid hell during the painfully inept ""Club Scum"" sequence which is a continuous string of one unfunny joke after another. With just this one film, director Rick Sloane proves that he deserves mention alongside the likes of Coleman Francis and Bill Rebane as one of the worst directors of all time. How bad can a bad movie be? Watch ""Hobgoblins"" and wonder no longer.",negative
"This is simply another bad Chuck Norris movie. Norris plays a cop on the trail of a twisted serial killer of women. He put the guy away three years before, but the guy somehow gets through the bars in the nut house he's in by using what looks like dental floss. Then the killer escapes in a cleaning van and drives it over a 400 foot cliff and survives to spend time around a theater undergoing renovation. Irish Jack O'Halloran is the best thing in this movie, but like in Superman II, he doesn't say a word. Somehow that's supposed to make him more menacing. Ron O'Neal of Super Fly fame and Steve James are wasted playing the city's mayor and Norris' sidekick respectively. The film also contains the idiotic subplot of Norris and his girlfriend having a child out of wedlock; it's so 1980's. When coupling Norris' ""serious"" acting turn with over-the-top musical cues signaling every forthcoming scene in predictable fashion, the film becomes a chore to sit through. The build-up while searching for the killer in the theater is interesting enough with Norris crawling through the shadows to discover the hideaway, but the end fight is disappointing after beginning in such a promising way. It's yet another disappointment from Cannon Films, and it plays like a movie made for television. * of 4 stars.",negative
For once a Barbie movie that is good. I'm 18 and a embarrassed to say this but I'm hooked on these movies. I hated Barbie when I was younger but the movies I love. Shiver is so cute and I've fallen in love with him. He's so cute as the polar bear and totally in love with Aiden. Oh man I'm in love with Shiver. I love Annika determination not to give up on hope and eventfully it works. I love this movie and hopefully they will be other good ones. Barbie & Swan Lake is other brilliant movie. I would recommend this movie to children of all ages (even boys) because the movie is that good and I'm hard to please. Barbie and the Magic of Pegasus is a movie that is enchanting and exciting.,positive
"Please make me forget. Please. Please. This is the worst film I have ever had the misfortune to watch. I consider the film an insult to my brain as well as my backside who both have suffered from me sitting and watching this film. I have yet to see what damage it has caused my sight and my ability to complete sentences. What a load of garbage!! And don't get me started about the acting... Someone please help me forget!! ""Weird Science"" -- come back!! Everything is forgiven...<br /><br />I am ""proud"" to give this film the first 1 here at IMDb... And I've voted for hundreds of films... Many of them c**p but this is so bad I can't even believe it. Someone actually came up with the idea and thought it was worthy of becoming a film? Someone actually read the script and decided to produce the film? Someone read the script and auditioned for it? Someone saw the film and decided *not* to put it on a shelf to collect dust for eternity? *These* are the questions I want answers to. Not the philosophical question about that tree in the woods and well, you know...",negative
