review,sentiment,Clean_sentiment,Clean_review
"Andie McDowell is beautiful as the 40-ish woman whose late start at a serious relationship leads her to a considerably younger man and a subsequenet falling-out with 2 long-time best girldfriends.<br /><br />Seeing a gigolo/gold-digger in the sincere young man, the ""girl-friends"", dead-set on terminating this ""silly relationship"", go over and beyond the call of duty in ""helping out"" their friend (who obviously is blinded by this gigolo's tricky game"".<br /><br />A short succession of situations is absolutely ridiculous. Far fetched no longer covers it. Without these unbelievable scenes, there may have been hope for a sweet love story. Instead, all the viewer is left with is an involuntary shaking of head -- these things just don't happen! Without giving away cliff-hanger details, I warn the viewer of having high expectations for this film; most (like me) will be very disappointed. On a scale of 1 to 10, this one ranks a weak 4 with me. There is much better material out there. This one isn't worth your time.",negative,negative,andie mcdowell beautiful ish woman whose late start serious relationship leads considerably younger man subsequenet fallingout longtime best girldfriendsbr br seeing gigologolddigger sincere young man girlfriends deadset terminating silly relationship go beyond call duty helping friend obviously blinded gigolos tricky gamebr br short succession situations absolutely ridiculous far fetched longer covers without unbelievable scenes may hope sweet love story instead viewer left involuntary shaking head things dont happen without giving away cliffhanger details warn viewer high expectations film like disappointed scale one ranks weak much better material one isnt worth time
I agree with another user here and have to say that this is one of the best Kung Fu movies ever! I watched this as a kid and absolutely loved it! The scaffolding scenes are brilliant and you can really empathise with this guy because he is treated as an outcast. Nice humour and fantastic kung fu this movie rocks! If you like Kung Fu you would love this!!!,positive,positive,agree another user say one best kung fu movies ever watched kid absolutely loved scaffolding scenes brilliant really empathise guy treated outcast nice humour fantastic kung fu movie rocks like kung fu would love
This is the first movie I have watched in ages where I actually ended up fast forwarding through the tedious bits which there are plenty of. Very ordinary movie. I'm glad I missed it at the movies & got a 2 for 1 video deal which included this movie instead.,negative,negative,first movie watched ages actually ended fast forwarding tedious bits plenty ordinary movie im glad missed movies got video deal included movie instead
"There's nothing really to dislike about ""The Odd Couple,"" and it's no surprise that Jack Lemmon and Walter Matthau make a hugely winning comedic team. But there's something so underdeveloped about Neil Simon's adaptation of his hit stage play as to make it seem more like a skit on a sketch comedy show than a full-bodied film. I have not seen the play, but have to assume that the screen version is fairly faithful, since Simon wrote it, so the defects cannot be blamed on a stage-to-screen adaptation. There are some interesting ideas in this story--two recently divorced men who fall immediately into traditional married roles when they become roommates because neither knows any differently--that Simon never fully fleshes out. Still, there are many worse ways to kill a couple of hours.",positive,positive,theres nothing really dislike odd couple surprise jack lemmon walter matthau make hugely winning comedic team theres something underdeveloped neil simons adaptation hit stage play make seem like skit sketch comedy show fullbodied film seen play assume screen version fairly faithful since simon wrote defects cannot blamed stagetoscreen adaptation interesting ideas storytwo recently divorced men fall immediately traditional married roles become roommates neither knows differentlythat simon never fully fleshes still many worse ways kill couple hours
"This has to be one of the best, if not the best film i have seen for a very, very long time. Had enough action to satisfy an fan, and yet the plot was very good. I really enjoyed the film,and had me hooked from start to finish.<br /><br />Added blood and gore in there, but brought the realistic nature of what happens to the front of the film, and even had a tear jerker ending for many people i should think.<br /><br />It is a must watch for anyone. Seen many reviews, slating the film, but to be fair, most the films that get bad reviews, turn out to be some of the best. this proves it once again.<br /><br />Rent this film, buy this film, just go out and watch this film. You will not be disappointed.",positive,positive,one best best film seen long time enough action satisfy fan yet plot good really enjoyed filmand hooked start finishbr br added blood gore brought realistic nature happens front film even tear jerker ending many people thinkbr br must watch anyone seen many reviews slating film fair films get bad reviews turn best proves againbr br rent film buy film go watch film disappointed
"I rented this film to see what might be a bloody, non stop action movie and got this overly sentimental and super cheap low budget action-drama that makes Kickboxer look like Die Hard. Lou and Reb are in Vietnam and as Lou saves Reb from the gooks, he gets shot in the head in what is easily one of the worst effects ever. The Vietnam scenes are shot in someones backyard, I swear! Lou is now brain damaged and Reb and him live together and own a bar. Super homoerotic. Lou is convinced to fight in a cage for money and Reb goes on a killing spree to get him back. There is no good fight scenes at all, the punches are two inches away from a person. Characters personalities change in matter of seconds. One guy is a bad and in the next scene he's good. The acting is horrid and the music is some overly sentimental Frank Stallone sounding song that would make you sick. I hated this film.",negative,negative,rented film see might bloody non stop action movie got overly sentimental super cheap low budget actiondrama makes kickboxer look like die hard lou reb vietnam lou saves reb gooks gets shot head easily one worst effects ever vietnam scenes shot someones backyard swear lou brain damaged reb live together bar super homoerotic lou convinced fight cage money reb goes killing spree get back good fight scenes punches two inches away person characters personalities change matter seconds one guy bad next scene hes good acting horrid music overly sentimental frank stallone sounding song would make sick hated film
"The main problem of the first ""Vampires"" movie is that none of the characters were sympathetic. Carpenter learned from his mistake and this time used a likable vampire hunter and a charismatic vampire. The female vampire Una certainly is the coolest vampire since Blade's Deacon Frost. Unfortunately while there are some good concepts like a cool slow motion restaurant scene (why didn't Carpenter use more of this??) this movie is nowhere near as good as it could have been. I expected to see strong vampires in action and at least one longer lasting nicely choreographed fight sequence (for example inside a city) and was left somewhat disappointed. While ""Los Muertos"" proceeds at a faster pace than its predecessor, it still drags a little in some parts (though nowhere near as bad as ""Vampires"" did). Much like ""Vampires"" however this movie's climax near the end is not very intense.<br /><br />Most of the above may sound like ""Los Muertos"" is a bad movie but it definitely isn't. It is generally enjoyable and ranks among the better entries to the genre. It is neither an unoriginal Dracula remake (like almost every other vampire movie out there) nor is it an unintelligent action spectacle like Blade II. It simply could have used a bit more excitement.<br /><br />I'd really like to see a third installment made by Carpenter but it's probably not going to happen.<br /><br />SPOILER WARNING The ending was way too predictable. Una should have gotten away- that would have made the movie quite unusual.",positive,positive,main problem first vampires movie none characters sympathetic carpenter learned mistake time used likable vampire hunter charismatic vampire female vampire una certainly coolest vampire since blades deacon frost unfortunately good concepts like cool slow motion restaurant scene didnt carpenter use movie nowhere near good could expected see strong vampires action least one longer lasting nicely choreographed fight sequence example inside city left somewhat disappointed los muertos proceeds faster pace predecessor still drags little parts though nowhere near bad vampires much like vampires however movies climax near end intensebr br may sound like los muertos bad movie definitely isnt generally enjoyable ranks among better entries genre neither unoriginal dracula remake like almost every vampire movie unintelligent action spectacle like blade ii simply could used bit excitementbr br id really like see third installment made carpenter probably going happenbr br spoiler warning ending way predictable una gotten away would made movie quite unusual
"First off... I have to say acting isn't very good. Miranda Cosgrove is the main character but is not such a good actress quite frankly. Spencer, her brother is a way much better actor. Spencer is easily my favorite character because he probably is the only one that knows how to act. Carly on the other hand tries to act her heart out but... sorry, it just isn't good. Sam doesn't even get credit, I mean come on... ICARLY... pretty self centered eh? Freddy isn't bad, I don't have a comment. I must add that Carly and her puppet Sam change their attitude whenever they go to film a web cast, they go shouting out all their lines.It's sorta bad influence in a way because Carly has a web show and if kids will copy this, they might be giving their own information and that not pretty safe.<br /><br />The only nice things is that it has SOME funny parts of the show which makes it entertaining. At least this show isn't boring, it has nice plots, pretty strong. Many kids will like this because they don't look for flaws.<br /><br />Overall this is a bad show but it's not boring.",negative,negative,first say acting isnt good miranda cosgrove main character good actress quite frankly spencer brother way much better actor spencer easily favorite character probably one knows act carly hand tries act heart sorry isnt good sam doesnt even get credit mean come icarly pretty self centered eh freddy isnt bad dont comment must add carly puppet sam change attitude whenever go film web cast go shouting linesits sorta bad influence way carly web show kids copy might giving information pretty safebr br nice things funny parts show makes entertaining least show isnt boring nice plots pretty strong many kids like dont look flawsbr br overall bad show boring
"When Alfred Hitchcock made STRANGERS ON A TRAIN it was a harbinger for the bulk of the film going public that he was back at the top of his form. From 1946 to 1950 his films were not box office successes, and his contractual arrangement with David O. Selznick ended because of this. Actually he made some really good films in the period, such as NOTORIOUS, SPELLBOUND, UNDER CAPRICORN, ROPE, and (my opinion) STAGESTRUCK. But while NOTORIOUS AND SPELLBOUND were liked, the audiences were turned off by Hitch's attempts at experimentation: his use of a dream sequence by Salvator Dali in SPELLBOUND was acceptable, as was the setting among psychiatrists. But the experiment with long takes in ROPE confused the public (making ignore the merits of that film), and the willingness of Hitch to have the audience fooled by a lie told by a leading character in a flashback was disliked - far more disliked then it deserved to be - in STAGESTRUCK. A matter of bad timing for UNDER CAPRICORN (it was released just as the scandal of it's star Ingrid Bergman and Roberto Rosallini broke out) made it seem to be a failure (which it wasn't). THE PARADINE CASE was another failure - and one that really had little in it's favor.<br /><br />With STRANGERS ON A TRAIN, Hitchcock shied away from the special tricks that interested him in the recent films. Instead he concentrated on his favorite themes of shared guilt and mistaken identity. Based on a novel by Patricia Highsmith, the story was of how Guy Haines, a professional tennis player, meets a fan of his - Bruno Anthony, a playboy - who is traveling on a cross-country train at the same time as the athlete. Bruno is talkative and fawning, and Guy views him as one of the typical fans he has met...if a little eccentric, with his talk of wanting to be on the first rocket to outer space. But Bruno knows all about Guy's personal problems. He is married to a promiscuous young woman named Miriam, and is in love with Anne Morton, daughter of a Senator. Bruno knows that Miriam won't divorce her successful celebrity husband. Bruno mentions how he can sympathize - he hates his stepfather, who is constantly criticizing him. Then Bruno mentions (sort of off the cuff) an idea he has about two men - technically strangers - exchanging murders for each other and then committing two perfect, unsolvable crimes instead of fumbling them. Guy listens to the idea - and agrees it is an interesting idea. The train reaches Guy's destination, and his last comment is like a validation of the idea. He just does not realize that the ""eccentric"" Bruno is a sociopath, and believes Guy has just agreed to the two killing each other's foe!<br /><br />It's a wonderfully simple plot actually. Bruno, of course does kill Miriam, but he fully expects Guy to live up to the murder agreement and kill his stepfather. Guy is horrified - and worse, he finds that he is the police department's number one suspect. When Bruno, to encourage Guy, mentions he has the latter's lighter (he pocketed it on the train) and can plant it at the murder site, Guy finds himself in deeper problems - how to avoid the police, and how to control (if possible) the insane Bruno?<br /><br />Hitch always planned the shots of his film carefully, so that from the start we see both our ""heroes"" from their feet heading towards their fateful meeting in the train with each other. There are constant cross-contacts used in the film to show how the two men are drawn into each other's orbits. It is like fate drawing them together. Yet both have their own personality - and Hitch, with a typical twist, makes the mad Bruno actually more of an attractive figure. His scheme may be vicious (it will kill two people if successful, and he will have Guy live up to the agreement no matter what) but he has a zest for life. One suspects that once Guy too had one, but his marriage's failure, coupled with his now dating a socially prominent woman, has made him more circumspect and dull than he was.<br /><br />The cast is good too. Robert Walker probably had his finest role in this film (only a year before his death). It was a far cry from the homespun boy-next-door of SINCE YOU WENT AWAY or THE CLOCK. His lithe figure also looked quite elegant in tales in several scenes. As Guy Farley Granger acts like a cousin of his co-murderer in ROPE, especially as the circumstances make him increasingly suspicious to the authorities (as his earlier role made his jittery behavior increasingly suspicion to Jimmy Stewart). As for the ladies, Kasie Rogers is properly sluttish as Miriam - enabling the audience to be prepared for her demise (in a famous sequence shot in the reflection of her eyeglasses) so that they actually are cheering Bruno in his act of evil. Patricia Hitchcock appears as the younger sister of Anne (Ruth Roman), who bears a close resemblance to Miriam, and accidentally sets off Bruno at a social occasion. She plays this rare role well. Ruth Roman is properly supportive of Granger, but her role is limiting because she is establishment in her background, and somewhat low keyed. Other supporting performers, Leo G. Caroll as the Senator, Marion Lorne (usually a comedian) as Bruno's dotty mother, and Norma Varden as an unexpected recipient of violence from Walker are all shown to best advantage - all at the hand of a master.",positive,positive,alfred hitchcock made strangers train harbinger bulk film going public back top form films box office successes contractual arrangement david selznick ended actually made really good films period notorious spellbound capricorn rope opinion stagestruck notorious spellbound liked audiences turned hitchs attempts experimentation use dream sequence salvator dali spellbound acceptable setting among psychiatrists experiment long takes rope confused public making ignore merits film willingness hitch audience fooled lie told leading character flashback disliked far disliked deserved stagestruck matter bad timing capricorn released scandal star ingrid bergman roberto rosallini broke made seem failure wasnt paradine case another failure one really little favorbr br strangers train hitchcock shied away special tricks interested recent films instead concentrated favorite themes shared guilt mistaken identity based novel patricia highsmith story guy haines professional tennis player meets fan bruno anthony playboy traveling crosscountry train time athlete bruno talkative fawning guy views one typical fans metif little eccentric talk wanting first rocket outer space bruno knows guys personal problems married promiscuous young woman named miriam love anne morton daughter senator bruno knows miriam wont divorce successful celebrity husband bruno mentions sympathize hates stepfather constantly criticizing bruno mentions sort cuff idea two men technically strangers exchanging murders committing two perfect unsolvable crimes instead fumbling guy listens idea agrees interesting idea train reaches guys destination last comment like validation idea realize eccentric bruno sociopath believes guy agreed two killing others foebr br wonderfully simple plot actually bruno course kill miriam fully expects guy live murder agreement kill stepfather guy horrified worse finds police departments number one suspect bruno encourage guy mentions latters lighter pocketed train plant murder site guy finds deeper problems avoid police control possible insane brunobr br hitch always planned shots film carefully start see heroes feet heading towards fateful meeting train constant crosscontacts used film show two men drawn others orbits like fate drawing together yet personality hitch typical twist makes mad bruno actually attractive figure scheme may vicious kill two people successful guy live agreement matter zest life one suspects guy one marriages failure coupled dating socially prominent woman made circumspect dull wasbr br cast good robert walker probably finest role film year death far cry homespun boynextdoor since went away clock lithe figure also looked quite elegant tales several scenes guy farley granger acts like cousin comurderer rope especially circumstances make increasingly suspicious authorities earlier role made jittery behavior increasingly suspicion jimmy stewart ladies kasie rogers properly sluttish miriam enabling audience prepared demise famous sequence shot reflection eyeglasses actually cheering bruno act evil patricia hitchcock appears younger sister anne ruth roman bears close resemblance miriam accidentally sets bruno social occasion plays rare role well ruth roman properly supportive granger role limiting establishment background somewhat low keyed supporting performers leo g caroll senator marion lorne usually comedian brunos dotty mother norma varden unexpected recipient violence walker shown best advantage hand master
"Reba sucks. It sucks hard. It's about this awful country singer attempting comedy. They might as well call this show ""Generic"", because that's what it is. It's dumb and generic. Reba, you're not funny, and I'm glad your retarded show was cancelled because you suck, and so does Brock, Barbra Jean, the red-headed teenager, that jockey guy, and the 12 year old who got knocked up. You all suck, and none of you are funny. Oh, and I heard a rumor that Reba is actually a gay devil-worshipper who idolizes Hitler and tortures animals. And she puts subliminal messages on her show and in her ""music"" in hopes to make children kill their parents and kill themselves! But it was just a rumor. Anyway, this is the worst show ever, Reba is gay, I do not like her, I think The Office is better than this show, and this show sucks.",negative,negative,reba sucks sucks hard awful country singer attempting comedy might well call show generic thats dumb generic reba youre funny im glad retarded show cancelled suck brock barbra jean redheaded teenager jockey guy year old got knocked suck none funny oh heard rumor reba actually gay devilworshipper idolizes hitler tortures animals puts subliminal messages show music hopes make children kill parents kill rumor anyway worst show ever reba gay like think office better show show sucks
"In my opinion, the ending is what completely ruined the whole thing. The initial idea of having someone suddenly realize they were the son of god and the second coming was somewhat clever. People started to believe him and his friends became the new disciples. People went nutty, demons were possessing people, all kinds of fun. Of course then it all went wrong. It was bad enough that they had to take on the impossible task of looking through a vast amount of writings to find the ""third testament"" in five days, but then at the end it became this ridiculous humanist fantasy. I won't spoil it, but I'll just say it comes off as if it were written by a teenager with a very limited knowledge of theology. I hear they are making an American feature version of this story, I just hope they change the eye rolling ending.",negative,negative,opinion ending completely ruined whole thing initial idea someone suddenly realize son god second coming somewhat clever people started believe friends became new disciples people went nutty demons possessing people kinds fun course went wrong bad enough take impossible task looking vast amount writings find third testament five days end became ridiculous humanist fantasy wont spoil ill say comes written teenager limited knowledge theology hear making american feature version story hope change eye rolling ending
"I've received this movie from a cousin in Norway and had to convert it from Norwegian to American format with a copied video. Comparing this film (1948) with the Heroes of Telemark (1965), Kampen om Tungtvannet (The Struggle for the Heavy Water) casts the saboteurs themselves, playing their respective roles, though actors were also cast to play the roles of the saboteurs who have given their lives in Norway's struggle for freedom in later campaigns. The plot is in four languages: Norwegian along with French, German and English (complete with Norwegian subtitles).<br /><br />Impressive during this course of history was what led to the struggle. French scientists were interested in obtaining some two hundred kilograms of heavy water from Norsk Hydro in Vemork to take back to France in order to do lab studies on its effectiveness. Simultaneously, the Nazis, too, were interested in obtaining heavy water to build a secret weapon. The French were worried that the Nazis might take an early lead by invading Norway, and through secret codes, their man carefully eluded Nazi spies on his trip to Oslo where he received the heavy water and making it back without hindrance. He was watched by two spies as he boarded an airliner, but they did not see him hop out on the other side where he crossed the tarmac to another plane nearby where his cargo was waiting for him. This clever trick worked by using the airliner as a decoy that the Nazis later forced down in Hamburg.<br /><br />However, the invasion of Norway on the morning of April 9, 1940, the Nazis took over Norsk Hydro and it was up to the Norwegian Underground and British intelligence in London to take action. Professor Leif Trondstad volunteered the services of eleven young Norwegians; the ""Swallow"" and ""Gunnerside"" groups who would successfully sabotage the heavy water production in Vemork. This was shown in detail on how they actually carried out the operation, including the sinking of the ferryboat after the Nazis abandoned Norsk Hydro to take the shipment of heavy water on rail cars to Berlin.<br /><br />The quality of the film was fair though there were many splices in the film. I highly recommend this film to anyone interested in World War II history.",positive,positive,ive received movie cousin norway convert norwegian american format copied video comparing film heroes telemark kampen om tungtvannet struggle heavy water casts saboteurs playing respective roles though actors also cast play roles saboteurs given lives norways struggle freedom later campaigns plot four languages norwegian along french german english complete norwegian subtitlesbr br impressive course history led struggle french scientists interested obtaining two hundred kilograms heavy water norsk hydro vemork take back france order lab studies effectiveness simultaneously nazis interested obtaining heavy water build secret weapon french worried nazis might take early lead invading norway secret codes man carefully eluded nazi spies trip oslo received heavy water making back without hindrance watched two spies boarded airliner see hop side crossed tarmac another plane nearby cargo waiting clever trick worked using airliner decoy nazis later forced hamburgbr br however invasion norway morning april nazis took norsk hydro norwegian underground british intelligence london take action professor leif trondstad volunteered services eleven young norwegians swallow gunnerside groups would successfully sabotage heavy water production vemork shown detail actually carried operation including sinking ferryboat nazis abandoned norsk hydro take shipment heavy water rail cars berlinbr br quality film fair though many splices film highly recommend film anyone interested world war ii history
"While studying the differences between religion and cult in college, Mindy (Rachel Miner), who is the best student in the class, convinces her schoolmates Cassandra (Taryn Manning), Bailey (Glenn Dunk), Alex (Joel Michaely) and Morgan (Victoria Venegas) to research the massacre of worshipers of Kwan Yin by their leader Owen Quinlin (Robert Berson) twenty years ago in California. Quinlin had found an ancient amulet in Southern China that would give an enormous power to him after the sacrifice of human souls, but one woman resists and he is destroyed. However, after the death of Morgan, who apparently committed suicide, the students discover that Quinlin has returned and is chasing their souls with his amulet.<br /><br />The storyline of 'Cult"" is not totally bad. Unfortunately, the screenplay, the direction, the acting, the lines, the camera, the CGI and the edition are awful. I was completely bored and tempted to use the FF button of the DVD, but I resisted and wasted 90 minutes of my life watching this never-ending crap on a Saturday night. My vote is two.<br /><br />Title (Brazil): ""O Amuleto Secreto"" (""The Secret Charm"")",negative,negative,studying differences religion cult college mindy rachel miner best student class convinces schoolmates cassandra taryn manning bailey glenn dunk alex joel michaely morgan victoria venegas research massacre worshipers kwan yin leader owen quinlin robert berson twenty years ago california quinlin found ancient amulet southern china would give enormous power sacrifice human souls one woman resists destroyed however death morgan apparently committed suicide students discover quinlin returned chasing souls amuletbr br storyline cult totally bad unfortunately screenplay direction acting lines camera cgi edition awful completely bored tempted use ff button dvd resisted wasted minutes life watching neverending crap saturday night vote twobr br title brazil amuleto secreto secret charm
"Finally got to see this movie last weekend. What a disappointment..it barely reaches ""made for TV"" level. Given the list of actors, I would have expected something substantially more sophisticated. The movie lacks a good story, well, actually any story for that matter. It has no credibility, instead lots of predictability. Save yourself the money and the time.",negative,negative,finally got see movie last weekend disappointmentit barely reaches made tv level given list actors would expected something substantially sophisticated movie lacks good story well actually story matter credibility instead lots predictability save money time
"This DVD usually sells for around $20. I wouldn't pay this much for the DVD if I had known what I was getting, but regardless this is a pretty good disc. It displays the Knot in all their glory, with footage from their concerts... playing Surfacing, Wait and Bleed and Scissors among other tracks, including the ""Spit it Out"" music video, which was apparently banned from MTV.<br /><br />Slipknot, for those who don't know, is essentially a symphony of the damned: nine masked men who display total chaos on stage, with machine gun drums, squealing guitar and vocals that will tear your face off and leave you wanting more. For those who've never seen Slipknot before, I cannot recommend enough you get this DVD... probably off eBay or Amazon so you can get a better deal.<br /><br />A short, though well made show of the Knot.<br /><br />Seven out of ten.",positive,positive,dvd usually sells around wouldnt pay much dvd known getting regardless pretty good disc displays knot glory footage concerts playing surfacing wait bleed scissors among tracks including spit music video apparently banned mtvbr br slipknot dont know essentially symphony damned nine masked men display total chaos stage machine gun drums squealing guitar vocals tear face leave wanting whove never seen slipknot cannot recommend enough get dvd probably ebay amazon get better dealbr br short though well made show knotbr br seven ten
"I thought the movie ""I Do They Don't"" was fantastic. In the past I've watched Rob Estes on ""Suddenly Susan"" & ""Melrose Place"" and also Josie Bissett on ""Melrose Place"" and loved seeing them together again in ""I Do They Don't"". They have great chemistry together (I guess being married in real life helps that!) - in the movie they are both widowed with children and careers and they fall in love and try blend their already busy chaotic families together without dropping the ball. Of course they stumble, but they keep it together which is what working and raising a family is all about. So many people have been talking about this movie - all good! - and the movie left us wanting more. This would make a great series - appealing to many ages! - it would be so nice to see a real life, down to earth, family show like this that portrays the reality of so many of our lives today - instead of the so called ""Reality TV"" that all the stations are overwhelming us with these days. Someone tell the people at ABC Family they have the start of a new series here!",positive,positive,thought movie dont fantastic past ive watched rob estes suddenly susan melrose place also josie bissett melrose place loved seeing together dont great chemistry together guess married real life helps movie widowed children careers fall love try blend already busy chaotic families together without dropping ball course stumble keep together working raising family many people talking movie good movie left us wanting would make great series appealing many ages would nice see real life earth family show like portrays reality many lives today instead called reality tv stations overwhelming us days someone tell people abc family start new series
"This is a comedy of morals, so occasionally a gentle touch of bitterness occurs, but a lightness soften all sarcasm and irony flows till all of a sudden one moment will halt your heart and changes everything.<br /><br />This film, marvelously written and directed, is a gem that shines perfectly, with beautiful acting by all. Jean-Louis Trintignant is exquisite as usual, and Romy Schneider is a pearl, perfect and glowing, that is not to be missed. A truly wonderful film !!",positive,positive,comedy morals occasionally gentle touch bitterness occurs lightness soften sarcasm irony flows till sudden one moment halt heart changes everythingbr br film marvelously written directed gem shines perfectly beautiful acting jeanlouis trintignant exquisite usual romy schneider pearl perfect glowing missed truly wonderful film
"1st watched 12/26/2008 -(Dir-Eugene Levy): Corny comedy murder mystery with very few laughs. The movie appears to be based on an earlier Italian movie according to the credits but was re-written by two fairly popular American romantic comedy writers. But this one by Charles Shyer & Nancy Meyers does not cut it compared to their other efforts. The story is about a couple of down-and-out traveling Americans, played by Richard Lewis and Sean Young, who stumble upon a lost dog and hope to make a fortune in reward money after seeing an ad in the paper for the dachsund's return. Upon trying to return it, they see a hand sticking out of a garage door at the lady's residence that they believe is attached to the rest of the dead body of the woman who is supposed to give them the money. They freak out and instead of contacting the police and telling them the truth they make out like runaways from the scene expecting to be framed for the murder. The other characters in the film are met on a train prior to this and hang around a Monte Carlo gambling resort doing various things to be pulled into the story. The other cast members include character actors John Candy, James Belushi, Cybill Shepherd, George Hamilton and others. After the police find out about the death, they start questioning the main characters and, of course, they have to work thru their goofy lies to figure out what really happened. None of the character actors mentioned earlier can bring this movie out of it's mediocre state despite some funny moments mostly provided by the Belushi/Shepherd couple. This isn't a horrible movie, it just isn't that good. There are plenty of average movies out there and this is just another one for the pile. Try it, maybe you'll like it, probably you won't.",negative,negative,st watched direugene levy corny comedy murder mystery laughs movie appears based earlier italian movie according credits rewritten two fairly popular american romantic comedy writers one charles shyer nancy meyers cut compared efforts story couple downandout traveling americans played richard lewis sean young stumble upon lost dog hope make fortune reward money seeing ad paper dachsunds return upon trying return see hand sticking garage door ladys residence believe attached rest dead body woman supposed give money freak instead contacting police telling truth make like runaways scene expecting framed murder characters film met train prior hang around monte carlo gambling resort various things pulled story cast members include character actors john candy james belushi cybill shepherd george hamilton others police find death start questioning main characters course work thru goofy lies figure really happened none character actors mentioned earlier bring movie mediocre state despite funny moments mostly provided belushishepherd couple isnt horrible movie isnt good plenty average movies another one pile try maybe youll like probably wont
"If you had asked me how the movie was throughout the film, I would have told you it was great! However, I left the theatre feeling unsatisfied. After thinking a little about it, I believe the problem was the pace of the ending. I feel that the majority of the movie moved kind of slow, and then the ending developed very fast. So, I would say the ending left me disappointed.<br /><br />I thought that the characters were well developed. Costner and Kutcher both portrayed their roles very well. Yes! Ashton Kutcher can act! Also, the different relationships between the characters seemed very real. Furthermore,I thought that the different plot lines were well developed. Overall, it was a good movie and I would recommend seeing it.<br /><br />In conclusion: Good Characters, Great Plot, Poorly Written/Edited Ending. Still, Go See It!!!",positive,positive,asked movie throughout film would told great however left theatre feeling unsatisfied thinking little believe problem pace ending feel majority movie moved kind slow ending developed fast would say ending left disappointedbr br thought characters well developed costner kutcher portrayed roles well yes ashton kutcher act also different relationships characters seemed real furthermorei thought different plot lines well developed overall good movie would recommend seeing itbr br conclusion good characters great plot poorly writtenedited ending still go see
"Well, they sent it on TV between midnight and 2:00 am - it seems like the right time to watch it, and then go to bed afterwards ...<br /><br />No, it was not really living up to my expectations. I think the Dogma concept is good, because the film then gets closer to what's really happening between the involved characters when you cut all the unnecessary effects and mood-making music out. But then again, this concept requires some interesting action between the characters.<br /><br />I cannot say, that I know King Lear (the Shakespeare version) very well, if I had known the play, I would probably have been able to predict much of the film.<br /><br />Well, a crisis can bring the best and worst sides of a character on display - and we certainly see some bad sides. Oh yes, the paint of civilisation and culture can be very thin, and behind this paint you may find an animal.<br /><br />If you then compare it with ""Italiensk for begyndere"" (Italian for beginners) or ""Mifunes sidste sang"" (Mifune's last song), you see the same but opposite thing: A crisis can certainly bring people to view their life in a more constructive way. And if you dare do, you may win.<br /><br />When the film had ended, I thought to myself: ""Oh that's why I haven't seen it before ..."" The film has its own beauty. The quality of the work of the cameraman, actors, etc is good. But the script could need something more. A plot maybe wouldn't hurt.",negative,negative,well sent tv midnight seems like right time watch go bed afterwards br br really living expectations think dogma concept good film gets closer whats really happening involved characters cut unnecessary effects moodmaking music concept requires interesting action charactersbr br cannot say know king lear shakespeare version well known play would probably able predict much filmbr br well crisis bring best worst sides character display certainly see bad sides oh yes paint civilisation culture thin behind paint may find animalbr br compare italiensk begyndere italian beginners mifunes sidste sang mifunes last song see opposite thing crisis certainly bring people view life constructive way dare may winbr br film ended thought oh thats havent seen film beauty quality work cameraman actors etc good script could need something plot maybe wouldnt hurt
